tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
benjoyce,31461,690829,4867388,Ben Joyce,False,False,False,False,False,False,False,False,True
nolanschanuel,33189,694384,4739755,Nolan Schanuel,False,True,False,False,False,False,True,False,False
shelbymiller,10197,571946,30738,Shelby Miller,False,False,False,False,False,False,False,False,True
jpcrawford,15491,641487,33210,J.P. Crawford,False,False,False,True,False,False,True,False,False
willicastro,17338,650489,34230,Willi Castro,False,False,True,False,True,True,True,False,False
fernandocruz,7048,518585,34068,Fernando Cruz,False,False,False,False,False,False,False,False,True
kyleteel,33549,691019,4743772,Kyle Teel,True,False,False,False,False,False,True,False,False
andrewsaalfrank,26203,685314,5001155,Andrew Saalfrank,False,False,False,False,False,False,False,False,True
shanesmith,31687,681343,5201814,Shane Smith,False,False,False,False,False,False,False,True,False
kazumaokamoto,sa3063134,,5134636,Kazuma Okamoto,False,False,False,False,True,False,True,False,False
rokisasaki,35323,808963,5134638,Roki Sasaki,False,False,False,False,False,False,False,True,False
claytonbeeter,27494,690925,4313143,Clayton Beeter,False,False,False,False,False,False,False,False,True
hoganharris,21520,663687,41364,Hogan Harris,False,False,False,False,False,False,False,False,True
mattwallner,26466,670242,42427,Matt Wallner,False,False,False,False,False,True,True,False,False
sethhalvorsen,33294,678020,5204400,Seth Halvorsen,False,False,False,False,False,False,False,False,True
jasonadam,11861,592094,32145,Jason Adam,False,False,False,False,False,False,False,False,True
masynwinn,27479,691026,4683365,Masyn Winn,False,False,False,True,False,False,True,False,False
graysonrodriguez,24492,680570,41196,Grayson Rodriguez,False,False,False,False,False,False,False,True,False
ryanohearn,16442,656811,35183,Ryan O'Hearn,False,True,False,False,False,True,True,False,False
coltoncowser,29591,681297,4416990,Colton Cowser,False,False,False,False,False,True,True,False,False
eriksabrowski,24978,681870,5194333,Erik Sabrowski,False,False,False,False,False,False,False,False,True
giancarlostanton,4949,519317,30583,Giancarlo Stanton,False,False,False,False,False,True,True,False,False
gregorysoto,19677,642397,39804,Gregory Soto,False,False,False,False,False,False,False,False,True
jamesontaillon,11674,592791,31258,Jameson Taillon,False,False,False,False,False,False,False,True,False
austinwells,27562,669224,4683349,Austin Wells,True,False,False,False,False,False,True,False,False
colsonmontgomery,29712,695657,4872685,Colson Montgomery,False,False,False,True,False,False,True,False,False
orionkerkering,31776,689147,4630789,Orion Kerkering,False,False,False,False,False,False,False,False,True
josebutto,23313,676130,4905900,Jose Butto,False,False,False,False,False,False,False,False,True
joshlowe,19953,666139,40557,Josh Lowe,False,False,False,False,False,True,True,False,False
braxtonashcraft,23793,677952,41282,Braxton Ashcraft,False,False,False,False,False,False,False,True,True
keeganakin,19362,669211,36724,Keegan Akin,False,False,False,False,False,False,False,False,True
calebthielbar,10078,573204,32440,Caleb Thielbar,False,False,False,False,False,False,False,False,True
zachmckinstry,19392,656716,38420,Zach McKinstry,False,False,False,True,True,True,True,False,False
quinnpriester,25977,682990,42449,Quinn Priester,False,False,False,False,False,False,False,True,False
chasemeidroth,31580,805367,5136929,Chase Meidroth,False,False,True,True,False,False,True,False,False
jackdreyer,30249,676263,5136082,Jack Dreyer,False,False,False,False,False,False,False,True,True
andresgimenez,19950,665926,37729,Andres Gimenez,False,False,True,False,False,False,True,False,False
justintopa,15145,623437,38796,Justin Topa,False,False,False,False,False,False,False,False,True
spencersteer,26323,668715,4722857,Spencer Steer,False,True,False,False,False,False,True,False,False
gavinsheets,19901,657757,40700,Gavin Sheets,False,False,False,False,False,True,True,False,False
joeycantillo,23335,676282,42488,Joey Cantillo,False,False,False,False,False,False,False,True,True
markleiterjr,15551,643410,36202,Mark Leiter Jr.,False,False,False,False,False,False,False,False,True
jaccaglianone,35041,695506,4926296,Jac Caglianone,False,False,False,False,False,True,True,False,False
josecaballero,23401,676609,42135,Jose Caballero,False,False,True,True,True,True,True,False,False
isaacmattson,20385,676755,42063,Isaac Mattson,False,False,False,False,False,False,False,False,True
ericlauer,19316,641778,39915,Eric Lauer,False,False,False,False,False,False,False,True,True
jeffreysprings,17677,605488,35397,Jeffrey Springs,False,False,False,False,False,False,False,True,False
munetakamurakami,sa3063258,,4872595,Munetaka Murakami,False,False,False,False,True,False,True,False,False
jaredkoenig,27517,657649,4995802,Jared Koenig,False,False,False,False,False,False,False,False,True
brandonpfaadt,27782,694297,4721302,Brandon Pfaadt,False,False,False,False,False,False,False,True,False
tylerfreeman,22532,671289,40958,Tyler Freeman,False,False,False,False,False,True,True,False,False
lenynsosa,22896,672820,41684,Lenyn Sosa,False,True,True,False,False,False,True,False,False
caseyschmitt,27577,669477,4301949,Casey Schmitt,False,False,True,False,True,False,True,False,False
tylerkinley,18297,641755,34166,Tyler Kinley,False,False,False,False,False,False,False,False,True
andrewpainter,sa3017880,,4872683,Andrew Painter,False,False,False,False,False,False,False,True,False
jtrealmuto,11739,592663,32177,J.T. Realmuto,True,False,False,False,False,False,True,False,False
brettbaty,26123,683146,42414,Brett Baty,False,False,True,False,True,False,True,False,False
ianseymour,27932,693855,4669425,Ian Seymour,False,False,False,False,False,False,False,True,True
kylemanzardo,29794,700932,4917927,Kyle Manzardo,False,True,False,False,False,False,True,False,False
joejimenez,15761,641729,33760,Joe Jimenez,False,False,False,False,False,False,False,False,True
jorgesoler,14221,624585,32558,Jorge Soler,False,False,False,False,False,True,True,False,False
brookslee,31595,686797,4629081,Brooks Lee,False,False,True,True,True,False,True,False,False
lucasgiolito,15474,608337,32697,Lucas Giolito,False,False,False,False,False,False,False,True,False
zacklittell,15823,641793,36052,Zack Littell,False,False,False,False,False,False,False,True,False
bryanking,25890,687911,5201821,Bryan King,False,False,False,False,False,False,False,False,True
trevorlarnach,21501,663616,41205,Trevor Larnach,False,False,False,False,False,True,True,False,False
brandonmarsh,20202,669016,40803,Brandon Marsh,False,False,False,False,False,True,True,False,False
jonahtong,32157,804636,5214984,Jonah Tong,False,False,False,False,False,False,False,True,False
luisrengifo,19858,650859,37237,Luis Rengifo,False,False,True,False,True,False,True,False,False
harrisonbader,18030,664056,35062,Harrison Bader,False,False,False,False,False,True,True,False,False
willsoncontreras,11609,575929,32532,Willson Contreras,False,True,False,False,False,False,True,False,False
bryanbaker,19804,641329,40884,Bryan Baker,False,False,False,False,False,False,False,False,True
ajblubaugh,31764,805123,42556,AJ Blubaugh,False,False,False,False,False,False,False,False,True
johnschreiber,20020,670167,39949,John Schreiber,False,False,False,False,False,False,False,False,True
elvisalvarado,21662,665660,42211,Elvis Alvarado,False,False,False,False,False,False,False,False,True
mikeyastrzemski,14854,573262,33341,Mike Yastrzemski,False,False,False,False,False,True,True,False,False
joshjung,26299,673962,42437,Josh Jung,False,False,False,False,True,False,True,False,False
jonathanaranda,21837,666018,40810,Jonathan Aranda,False,True,False,False,False,False,True,False,False
jimmyherget,17556,623474,36093,Jimmy Herget,False,False,False,False,False,False,False,False,True
willwarren,30182,701542,5132011,Will Warren,False,False,False,False,False,False,False,True,False
ryanjeffers,24618,680777,41587,Ryan Jeffers,True,False,False,False,False,False,True,False,False
anthonybender,19742,669622,42171,Anthony Bender,False,False,False,False,False,False,False,False,True
evancarter,27790,694497,4917921,Evan Carter,False,False,False,False,False,True,True,False,False
ryanmcmahon,15112,641857,33247,Ryan McMahon,False,False,False,False,True,False,True,False,False
brooksraley,10061,548384,32005,Brooks Raley,False,False,False,False,False,False,False,False,True
dylanbeavers,31695,687637,4959037,Dylan Beavers,False,False,False,False,False,True,True,False,False
hunterharvey,15507,640451,33191,Hunter Harvey,False,False,False,False,False,False,False,False,True
justinsteele,17312,657006,41022,Justin Steele,False,False,False,False,False,False,False,True,False
marcelomayer,29668,691785,4872648,Marcelo Mayer,False,False,False,False,True,False,True,False,False
parkermessick,31986,800048,4619898,Parker Messick,False,False,False,False,False,False,False,True,False
ajminter,18655,621345,36133,A.J. Minter,False,False,False,False,False,False,False,False,True
drewpomeranz,11426,519141,31010,Drew Pomeranz,False,False,False,False,False,False,False,False,True
austinhays,19363,669720,36928,Austin Hays,False,False,False,False,False,True,True,False,False
jordanromano,16122,605447,36380,Jordan Romano,False,False,False,False,False,False,False,False,True
eduardbazardo,20997,660825,41939,Eduard Bazardo,False,False,False,False,False,False,False,False,True
carmenmlodzinski,27572,669387,4298378,Carmen Mlodzinski,False,False,False,False,False,False,False,True,True
mikeburrows,24728,681347,4918155,Mike Burrows,False,False,False,False,False,False,False,True,False
brendonlittle,21574,663893,39645,Brendon Little,False,False,False,False,False,False,False,False,True
deankremer,19350,665152,38295,Dean Kremer,False,False,False,False,False,False,False,True,False
spencerhorwitz,26477,687462,4228472,Spencer Horwitz,False,True,False,False,False,False,True,False,False
joeyortiz,25493,687401,42958,Joey Ortiz,False,False,False,True,False,False,True,False,False
franciscoalvarez,26121,682626,41253,Francisco Alvarez,True,False,False,False,False,False,True,False,False
chrismartin,11847,455119,32903,Chris Martin,False,False,False,False,False,False,False,False,True
simeonwoodsrichardson,24494,680573,41383,Simeon Woods Richardson,False,False,False,False,False,False,False,True,False
stevenokert,13580,595345,33716,Steven Okert,False,False,False,False,False,False,False,False,True
andrewnardi,25942,677053,3975840,Andrew Nardi,False,False,False,False,False,False,False,False,True
tyleroneill,15711,641933,34168,Tyler O'Neill,False,False,False,False,False,True,True,False,False
mattfesta,19330,670036,39871,Matt Festa,False,False,False,False,False,False,False,False,True
parkermeadows,23800,678009,41223,Parker Meadows,False,False,False,False,False,True,True,False,False
braydonfisher,24609,680755,41318,Braydon Fisher,False,False,False,False,False,False,False,False,True
carsonkelly,13620,608348,32797,Carson Kelly,True,False,False,False,False,False,True,False,False
miguelandujar,15878,609280,33743,Miguel Andujar,False,False,False,False,True,True,True,False,False
chadpatrick,30113,694477,5131708,Chad Patrick,False,False,False,False,False,False,False,True,False
joseberrios,14168,621244,32811,Jose Berrios,False,False,False,False,False,False,False,True,False
connorphillips,27649,683175,4918160,Connor Phillips,False,False,False,False,False,False,False,False,True
zacheflin,13774,621107,32804,Zach Eflin,False,False,False,False,False,False,False,True,False
ryanthompson,16647,657044,38628,Ryan Thompson,False,False,False,False,False,False,False,False,True
wenceelperez,22857,672761,41586,Wenceel Perez,False,False,False,False,False,True,True,False,False
ryanweathers,23796,677960,41178,Ryan Weathers,False,False,False,False,False,False,False,True,False
justinslaten,25648,686580,4917925,Justin Slaten,False,False,False,False,False,False,False,False,True
kebryanhayes,18577,663647,35020,Ke'Bryan Hayes,False,False,False,False,True,False,True,False,False
blaketreinen,12572,595014,32185,Blake Treinen,False,False,False,False,False,False,False,False,True
jordanbeck,31431,687597,4619460,Jordan Beck,False,False,False,False,False,True,True,False,False
kodyfunderburk,24993,681892,4348166,Kody Funderburk,False,False,False,False,False,False,False,False,True
kuttercrawford,20531,676710,41277,Kutter Crawford,False,False,False,False,False,False,False,True,False
andrewvaughn,26197,683734,42394,Andrew Vaughn,False,True,False,False,False,False,True,False,False
alexisdiaz,21132,664747,4905920,Alexis Diaz,False,False,False,False,False,False,False,False,True
dustinmay,19716,669160,40937,Dustin May,False,False,False,False,False,False,False,True,False
gregweissert,20375,669711,41485,Greg Weissert,False,False,False,False,False,False,False,False,True
isaaccollins,25477,686555,42959,Isaac Collins,False,False,False,False,False,True,True,False,False
paytontolle,35466,801139,4966140,Payton Tolle,False,False,False,False,False,False,False,True,False
piercejohnson,13435,572955,32777,Pierce Johnson,False,False,False,False,False,False,False,False,True
erikmiller,26252,669062,4152950,Erik Miller,False,False,False,False,False,False,False,False,True
